t,gx,gy,gz,ax,ay,az,temp
4272,258.00,-921.00,-1562.00,1500.00,160.00,18644.00,-2352.00
4288,1171.00,-903.00,-1394.00,1656.00,152.00,18624.00,-2336.00
4305,1117.00,-943.00,-1554.00,1308.00,224.00,18456.00,-2352.00
4322,1074.00,-1131.00,-1568.00,1104.00,324.00,18248.00,-2336.00
4338,567.00,811.00,-1724.00,1788.00,376.00,19048.00,-2320.00
4355,264.00,1768.00,-673.00,1872.00,1456.00,19048.00,-2336.00
4372,-653.00,2329.00,-817.00,1024.00,76.00,18792.00,-2320.00
4388,-726.00,1468.00,-1632.00,588.00,220.00,18576.00,-2336.00
4405,-450.00,1526.00,-1829.00,1388.00,-204.00,18636.00,-2336.00
4421,56.00,79.00,-1495.00,1364.00,956.00,18496.00,-2320.00
4438,543.00,-1457.00,-991.00,1296.00,556.00,18588.00,-2320.00
4454,707.00,-1375.00,-1021.00,1148.00,-124.00,18388.00,-2336.00
4471,113.00,-1407.00,-574.00,1716.00,388.00,18900.00,-2320.00
4488,166.00,-894.00,-1078.00,988.00,368.00,18244.00,-2336.00
4504,818.00,-495.00,-1124.00,1320.00,444.00,18496.00,-2336.00
4520,1002.00,-265.00,-927.00,1892.00,436.00,18900.00,-2320.00
4537,834.00,-5.00,-576.00,1684.00,1092.00,18084.00,-2320.00
4553,754.00,-297.00,97.00,2036.00,992.00,19116.00,-2320.00
4571,505.00,-405.00,694.00,2012.00,700.00,19320.00,-2352.00
4587,472.00,-1044.00,788.00,1248.00,-80.00,18512.00,-2288.00
4603,445.00,-1340.00,422.00,1308.00,-120.00,18560.00,-2320.00
4620,399.00,-1993.00,158.00,1512.00,216.00,18804.00,-2320.00
4636,194.00,-90.00,-417.00,1660.00,-96.00,18796.00,-2336.00
4653,341.00,368.00,-715.00,1356.00,1356.00,17920.00,-2320.00
4669,878.00,1275.00,-307.00,1740.00,1460.00,18292.00,-2288.00
4686,1465.00,4.00,296.00,1804.00,832.00,18308.00,-2336.00
4703,2064.00,-83.00,122.00,1580.00,412.00,18616.00,-2320.00
4719,1879.00,-747.00,180.00,1748.00,416.00,18568.00,-2320.00
4736,1030.00,-1043.00,538.00,1648.00,208.00,19048.00,-2304.00
